date,bank,product_name,rate_effective,rate_nominal,monthly,total_cost,first_year_cost,establishment_fee
2021-10-18,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-18,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-18,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-18,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-18,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-18,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.64,1.59,24412,5858880,292944,2500
2021-10-19,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-19,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-19,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-19,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-19,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-19,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-19,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-19,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-19,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-19,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.64,1.59,24412,5858880,292944,2500
2021-10-20,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-20,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-20,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-20,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-20,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-20,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-20,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-20,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-20,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-20,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.64,1.59,24412,5858880,292944,2500
2021-10-21,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-21,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-21,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-21,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-21,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-21,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-21,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-21,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-21,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-21,SpareBank 1 Sørøst-Norge,Grønt Boliglån,1.64,1.59,24412,5858880,292944,2500
2021-10-22,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-22,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-22,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-22,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-22,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-22,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-22,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-22,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-22,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-22,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-23,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-23,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-23,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-23,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-23,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-23,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-23,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-23,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-23,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-23,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-24,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-24,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-24,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-24,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-24,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-24,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-24,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-24,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-24,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-24,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-25,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-25,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-25,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-25,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-25,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-25,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-25,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-25,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-25,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-25,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-26,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-26,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-26,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-26,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-26,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-26,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-26,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-26,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-26,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-26,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-27,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-27,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-27,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-27,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-27,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-27,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-27,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-27,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-27,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-27,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-28,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-28,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-28,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-28,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-28,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-28,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-28,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-28,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-28,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-28,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-29,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-29,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.34,1.33,23738,5697120,284856,0
2021-10-29,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-29,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-29,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-29,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-29,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-29,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-29,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-29,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-30,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-30,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-30,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-30,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-30,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-30,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2021-10-30,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-30,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-30,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-30,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-10-31,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-10-31,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-10-31,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-10-31,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-10-31,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-10-31,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2021-10-31,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-10-31,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-10-31,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-10-31,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-11-01,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-11-01,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-11-01,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-11-01,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-11-01,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-11-01,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2021-11-01,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-11-01,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-11-01,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-11-01,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
2021-11-02,Himla Banktjenester (Fana Sparebank),Boliglån innenfor 75 %,1.33,1.32,23716,5691840,284592,0
2021-11-02,SpareBank 1 SMN,Grønt førstehjemslån,1.39,1.35,23862,5726880,286344,2650
2021-11-02,NORDirekte (Skagerrak Sparebank),Boliglån inntil 70 %,1.43,1.4,23938,5745120,287256,0
2021-11-02,Cultura Sparebank,Miljøboliglån 85%,1.54,1.5,24187,5804880,290244,2000
2021-11-02,Landkreditt Bank AS,Grønt Boliglån,1.56,1.55,24247,5819280,290964,0
2021-11-02,Nybygger.no (Sparebanken Øst),Boliglån 75%,1.57,1.56,24265,5823600,291180,0
2021-11-02,SpareBank 1 Hallingdal Valdres,Grønt lån bolig/ fritidsbolig til eget bruk (Krav om energikarakter A),1.6,1.55,24325,5838000,291900,5000
2021-11-02,Bulder Bank (Sparebanken Vest),Boliglån innenfor 70 %,1.62,1.61,24381,5851440,292572,0
2021-11-02,SpareBank 1 Østlandet,Grønt boliglån,1.63,1.59,24408,5857920,292896,1750
2021-11-02,Sparebanken Øst,Grønt boliglån,1.64,1.59,24411,5858640,292932,0
